[2025-05-06 11:44:49.947 | info | PId: 108364 | TId: 69208] No "DD_TRACE_DEBUG" environment variable has been found. Enable debug log = 0 (default).
[2025-05-06 11:44:49.949 | info | PId: 108364 | TId: 69208] Crashtracking - Registering unhandled exception filter.
[2025-05-06 11:44:49.950 | info | PId: 108364 | TId: 69208] DynamicDispatcherImpl::LoadConfiguration: Reading configuration file from: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x64\\loader.conf"
[2025-05-06 11:44:50.014 | info | PId: 108364 | TId: 69208] DynamicInstanceImpl::LoadClassFactory: The IClassFactory from C:\Program Files\Datadog\.NET Tracer\win-x64\.\Datadog.Profiler.Native.dll is disabled
[2025-05-06 11:44:50.014 | info | PId: 108364 | TId: 69208] The continuous profiler is disabled
[2025-05-06 11:44:50.015 | info | PId: 108364 | TId: 69208] ICorProfilerInfo8 available. Profiling API compatibility: .NET Fx 4.7.2 or later.
[2025-05-06 11:44:50.018 | info | PId: 108364 | TId: 69208] Process CommandLine: "\\FCSFDIGASD1\TemporaryData\DI_ROBB\Fcm.Apps.DealInsight.exe" 
[2025-05-06 11:44:50.018 | info | PId: 108364 | TId: 69208] Initializing the Profiler: Reported runtime version : { clrInstanceId: 10, runtimeType:DESKTOP_CLR, majorVersion: 4, minorVersion: 0, buildNumber: 30319, qfeVersion: 0 }.
[2025-05-06 11:44:50.018 | info | PId: 108364 | TId: 69208] Instrumentation Verification log is disabled.
[2025-05-06 11:44:50.019 | info | PId: 108364 | TId: 69208] CorProfiler::Initialize: Tracer Profiler initialized successfully.
