[2025-05-06 10:59:40.119 | info | PId: 81580 | TId: 116524] No "DD_TRACE_DEBUG" environment variable has been found. Enable debug log = 0 (default).
[2025-05-06 10:59:40.123 | info | PId: 81580 | TId: 116524] Crashtracking - Registering unhandled exception filter.
[2025-05-06 10:59:40.125 | info | PId: 81580 | TId: 116524] DynamicDispatcherImpl::LoadConfiguration: Reading configuration file from: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x64\\loader.conf"
[2025-05-06 10:59:41.024 | info | PId: 81580 | TId: 116524] DynamicInstanceImpl::LoadClassFactory: The IClassFactory from C:\Program Files\Datadog\.NET Tracer\win-x64\.\Datadog.Profiler.Native.dll is disabled
[2025-05-06 10:59:41.025 | info | PId: 81580 | TId: 116524] The continuous profiler is disabled
[2025-05-06 10:59:41.027 | info | PId: 81580 | TId: 116524] ICorProfilerInfo8 available. Profiling API compatibility: .NET Fx 4.7.2 or later.
[2025-05-06 10:59:41.028 | info | PId: 81580 | TId: 116524] Process CommandLine: \\FCSFDIGASD1\TemporaryData\DI_ROBB\Fcm.Apps.DealInsight.exe
[2025-05-06 10:59:41.029 | info | PId: 81580 | TId: 116524] Initializing the Profiler: Reported runtime version : { clrInstanceId: 10, runtimeType:DESKTOP_CLR, majorVersion: 4, minorVersion: 0, buildNumber: 30319, qfeVersion: 0 }.
[2025-05-06 10:59:41.029 | info | PId: 81580 | TId: 116524] Instrumentation Verification log is disabled.
[2025-05-06 10:59:41.031 | info | PId: 81580 | TId: 116524] CorProfiler::Initialize: Tracer Profiler initialized successfully.
