[2025-05-22 14:31:15.200 | info | PId: 31384 | TId: 6184] Enable debug log = 1 from (DD_TRACE_DEBUG environment variable)
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] DynamicDispatcherImpl::LoadConfiguration: [PROFILER] Setting environment variable: DD_INTERNAL_PROFILING_NATIVE_ENGINE_PATH=C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Profiler.Native.dll
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] DynamicDispatcherImpl::LoadConfiguration: [PROFILER] SetEnvironmentValue result: 1
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-x64;./Datadog.Profiler.Native.so
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-musl-x64;./Datadog.Profiler.Native.so
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-arm64;./Datadog.Profiler.Native.so
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-musl-arm64;./Datadog.Profiler.Native.so
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] #Tracer
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-arm64;.\Datadog.Tracer.Native.dll
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-x64;.\Datadog.Tracer.Native.dll
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-x86;.\Datadog.Tracer.Native.dll
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] DynamicDispatcherImpl::LoadConfiguration: [TRACER] Loading: .\Datadog.Tracer.Native.dll [AbsolutePath=C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Tracer.Native.dll] (win-x86)
[2025-05-22 14:31:15.211 | debug | PId: 31384 | TId: 6184] [TRACER] Creating a new DynamicInstance object
[2025-05-22 14:31:15.212 | debug | PId: 31384 | TId: 6184] Load: C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Tracer.Native.dll
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] GetFunction: DllGetClassObject
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] GetFunction: DllCanUnloadNow
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] DynamicDispatcherImpl::LoadConfiguration: [TRACER] Setting environment variable: DD_INTERNAL_TRACE_NATIVE_ENGINE_PATH=C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Tracer.Native.dll
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] DynamicDispatcherImpl::LoadConfiguration: [TRACER] SetEnvironmentValue result: 1
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};linux-x64;./Datadog.Tracer.Native.so
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};linux-musl-x64;./Datadog.Tracer.Native.so
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};linux-arm64;./Datadog.Tracer.Native.so
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};linux-musl-arm64;./Datadog.Tracer.Native.so
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};osx-x64;./Datadog.Tracer.Native.dylib
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};osx-arm64;./Datadog.Tracer.Native.dylib
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] DllGetClassObject
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::.ctor
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::QueryInterface
[2025-05-22 14:31:15.215 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::AddRef
[2025-05-22 14:31:15.216 | info | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadClassFactory: The IClassFactory from C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Profiler.Native.dll is disabled
[2025-05-22 14:31:15.216 | debug | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadClassFactory: -2146233483
[2025-05-22 14:31:15.216 | info | PId: 31384 | TId: 6184] The continuous profiler is disabled
[2025-05-22 14:31:15.216 | debug | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadClassFactory: 0
[2025-05-22 14:31:15.216 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::CreateInstance
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::.ctor
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::QueryInterface
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadInstance
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadInstance: m_classFactory: 14d8f97b
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] DynamicInstanceImpl::LoadInstance: 0
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::CreateInstance: 0
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfilerClassFactory::Release
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::QueryInterface
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::QueryInterface
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::AddRef
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize
[2025-05-22 14:31:15.217 | info | PId: 31384 | TId: 6184] ICorProfilerInfo8 available. Profiling API compatibility: .NET Fx 4.7.2 or later.
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] ProcessName: git-credential-manager.exe
[2025-05-22 14:31:15.217 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize
[2025-05-22 14:31:15.217 | info | PId: 31384 | TId: 6184] Process CommandLine: git-credential-manager get
[2025-05-22 14:31:15.218 | debug | PId: 31384 | TId: 6184] SingleStepGuardRails::CheckRuntime: Checking for Single step instrumentation environment using DD_INJECTION_ENABLED
[2025-05-22 14:31:15.218 | info | PId: 31384 | TId: 6184] Initializing the Profiler: Reported runtime version : { clrInstanceId: 10, runtimeType:DESKTOP_CLR, majorVersion: 4, minorVersion: 0, buildNumber: 30319, qfeVersion: 0 }.
[2025-05-22 14:31:15.218 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: MaskLow: 0
[2025-05-22 14:31:15.218 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: MaskHi : 0
[2025-05-22 14:31:15.218 | info | PId: 31384 | TId: 6184] Instrumentation Verification log is disabled.
[2025-05-22 14:31:15.219 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: *LocalMaskLow: 1074135100
[2025-05-22 14:31:15.219 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: *LocalMaskHi : 1
[2025-05-22 14:31:15.219 | info | PId: 31384 | TId: 6184] CorProfiler::Initialize: Tracer Profiler initialized successfully.
[2025-05-22 14:31:15.219 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: *MaskLow: 1074135100
[2025-05-22 14:31:15.219 | debug | PId: 31384 | TId: 6184] CorProfiler::Initialize: *MaskHi : 1
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.365 | debug | PId: 31384 | TId: 6184] CorProfiler::Release
[2025-05-22 14:31:16.371 | debug | PId: 31384 | TId: 6184] DllMain: DLL_PROCESS_DETACH
