[2025-06-10 13:50:08.493 | info | PId: 28916 | TId: 15164] Profiler DLL loaded.
[2025-06-10 13:50:08.493 | info | PId: 28916 | TId: 15164] Profiler version = 3.16.0
[2025-06-10 13:50:08.493 | info | PId: 28916 | TId: 15164] Pointer size: 64 bits.
[2025-06-10 13:50:08.502 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_CPU_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_WALLTIME_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_EXCEPTION_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_ALLOCATION_ENABLED env var is not set - '0' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_CONTENTION_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_GC_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_PROFILING_HEAP_ENABLED env var is not set - '0' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_SERVICE env var is not set - 'formsample.exe' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] Configuration: DD_INTERNAL_PROFILING_ETW_ENABLED env var is not set - '1' is used as default value
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] .NET Profiler deployment mode: Manual
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] .NET Profiler is explictly enabled.
[2025-06-10 13:50:08.503 | info | PId: 28916 | TId: 15164] DllGetClassObject(): Returning an instance of CorProfilerCallbackFactory (hr=0x0)
