[2025-05-22 12:51:28.453 | info | PId: 35052 | TId: 29328] Non boolean value "formsample" for "DD_TRACE_DEBUG" environment variable. Enable debug log = 0 (default).
[2025-05-22 12:51:28.453 | info | PId: 35052 | TId: 29328] Crashtracking - Registering unhandled exception filter.
[2025-05-22 12:51:28.454 | info | PId: 35052 | TId: 29328] DynamicDispatcherImpl::LoadConfiguration: Reading configuration file from: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x64\\loader.conf"
[2025-05-22 12:51:28.509 | info | PId: 35052 | TId: 29328] DynamicInstanceImpl::LoadClassFactory: The IClassFactory from C:\Program Files\Datadog\.NET Tracer\win-x64\.\Datadog.Profiler.Native.dll is disabled
[2025-05-22 12:51:28.509 | info | PId: 35052 | TId: 29328] The continuous profiler is disabled
[2025-05-22 12:51:28.510 | info | PId: 35052 | TId: 29328] ICorProfilerInfo12 available. Profiling API compatibility: .NET Core 5.0 or later.
[2025-05-22 12:51:28.511 | info | PId: 35052 | TId: 29328] Process CommandLine: "C:\Users\rroehl\projects\DataDog\formsample\bin\Debug\net8.0-windows\formsample.exe" 
[2025-05-22 12:51:28.512 | info | PId: 35052 | TId: 29328] Initializing the Profiler: Reported runtime version : { clrInstanceId: 7, runtimeType:CORE_CLR, majorVersion: 8, minorVersion: 0, buildNumber: 16, qfeVersion: 0 }.
[2025-05-22 12:51:28.512 | info | PId: 35052 | TId: 29328] Instrumentation Verification log is disabled.
[2025-05-22 12:51:28.514 | info | PId: 35052 | TId: 29328] CorProfiler::Initialize: Tracer Profiler initialized successfully.
