[2025-05-22 13:27:39.593 | info | PId: 4980 | TId: 49492] Non boolean value "formsample" for "DD_TRACE_DEBUG" environment variable. Enable debug log = 0 (default).
[2025-05-22 13:27:39.594 | info | PId: 4980 | TId: 49492] Crashtracking - Registering unhandled exception filter.
[2025-05-22 13:27:39.595 | info | PId: 4980 | TId: 49492] DynamicDispatcherImpl::LoadConfiguration: Reading configuration file from: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x64\\loader.conf"
[2025-05-22 13:27:39.611 | info | PId: 4980 | TId: 49492] DynamicInstanceImpl::LoadClassFactory: The IClassFactory from C:\Program Files\Datadog\.NET Tracer\win-x64\.\Datadog.Profiler.Native.dll is disabled
[2025-05-22 13:27:39.611 | info | PId: 4980 | TId: 49492] The continuous profiler is disabled
[2025-05-22 13:27:39.612 | info | PId: 4980 | TId: 49492] ICorProfilerInfo12 available. Profiling API compatibility: .NET Core 5.0 or later.
[2025-05-22 13:27:39.614 | info | PId: 4980 | TId: 49492] Process CommandLine: "C:\Users\rroehl\projects\DataDog\formsample\bin\Debug\net8.0-windows\formsample.exe" 
[2025-05-22 13:27:39.614 | info | PId: 4980 | TId: 49492] Initializing the Profiler: Reported runtime version : { clrInstanceId: 7, runtimeType:CORE_CLR, majorVersion: 8, minorVersion: 0, buildNumber: 16, qfeVersion: 0 }.
[2025-05-22 13:27:39.614 | info | PId: 4980 | TId: 49492] Instrumentation Verification log is disabled.
[2025-05-22 13:27:39.616 | info | PId: 4980 | TId: 49492] CorProfiler::Initialize: Tracer Profiler initialized successfully.
