[2025-05-22 14:35:53.686 | info | PId: 33960 | TId: 47668] Enable debug log = 1 from (DD_TRACE_DEBUG environment variable)
[2025-05-22 14:35:53.687 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration:  Setting environment variable: DD_INTERNAL_NATIVE_LOADER_PATH=C:\Program Files\Datadog\.NET Tracer\win-x86\Datadog.Trace.ClrProfiler.Native.dll
[2025-05-22 14:35:53.687 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: SetEnvironmentValue result: 1
[2025-05-22 14:35:53.687 | info | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: Reading configuration file from: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x86\\loader.conf"
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: Config Folder: "C:\\Program Files\\Datadog\\.NET Tracer\\win-x86\\"
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] #Profiler
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};win-x64;.\Datadog.Profiler.Native.dll
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};win-x86;.\Datadog.Profiler.Native.dll
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: [PROFILER] Loading: .\Datadog.Profiler.Native.dll [AbsolutePath=C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Profiler.Native.dll] (win-x86)
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] [PROFILER] Creating a new DynamicInstance object
[2025-05-22 14:35:53.696 | debug | PId: 33960 | TId: 47668] Load: C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Profiler.Native.dll
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] GetFunction: DllGetClassObject
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] GetFunction: DllCanUnloadNow
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: [PROFILER] Setting environment variable: DD_INTERNAL_PROFILING_NATIVE_ENGINE_PATH=C:\Program Files\Datadog\.NET Tracer\win-x86\.\Datadog.Profiler.Native.dll
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] DynamicDispatcherImpl::LoadConfiguration: [PROFILER] SetEnvironmentValue result: 1
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-x64;./Datadog.Profiler.Native.so
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-musl-x64;./Datadog.Profiler.Native.so
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-arm64;./Datadog.Profiler.Native.so
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] PROFILER;{BD1A650D-AC5D-4896-B64F-D6FA25D6B26A};linux-musl-arm64;./Datadog.Profiler.Native.so
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] #Tracer
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-arm64;.\Datadog.Tracer.Native.dll
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-x64;.\Datadog.Tracer.Native.dll
[2025-05-22 14:35:53.703 | debug | PId: 33960 | TId: 47668] TRACER;{50DA5EED-F1ED-B00B-1055-5AFE55A1ADE5};win-x86;.\Datadog.Tracer.Native.dll
